uid,facname,address,boro,zipcode,latitude,longitude,factype,optype
24294,Alley Pond.Park,39 Avenue,Queens,11363,40.768923,-73.753666,Community Park,Public
115840,Spring Creek Park,409 Gateway Drive,Brooklyn,11239,40.652045,-73.871632,Community Park,Public
124543,Glen Oaks Oval,73-80 260 Street,Queens,11004,40.749534,-73.715626,Community Park,Public
131121,Red Hook Park,140 Lorraine Street,Brooklyn,11231,40.672383,-74.004045,Community Park,Public
181491,Highbridge Park,506 Edgecombe Avenue,Manhattan,10033,40.846498,-73.930464,Community Park,Public
42528,Public Place,Brookville Boulevard,Queens,11422,40.649607,-73.742023,Community Park,Public
158580,Police Officer Edward Byrne Pk,135-16 134 Street,Queens,11420,40.667249,-73.805596,Community Park,Public
78941,Marcus Garvey Park,18 Mt Morris Park West,Manhattan,10027,40.804486,-73.943669,Community Park,Public
104559,Alley Park,Horatio Parkway,Queens,11362,40.76033,-73.751684,Community Park,Public
113955,Elmhurst Park,Grand Avenue,Queens,11373,40.728934,-73.885247,Community Park,Public
61131,Betsy Head Park,167 Livonia Avenue,Brooklyn,11212,40.663003,-73.912195,Community Park,Public
114771,Bayswater Park,701 Bay 32 Street,Queens,11691,40.599503,-73.769658,Community Park,Public
143430,Mullaly Park,River Avenue,Bronx,10452,40.832774,-73.924207,Community Park,Public
107423,Fort Greene Park,100 Washington Park,Brooklyn,11205,40.691525,-73.975511,Community Park,Public
83485,Commodore Barry Park,2 Park Avenue,Brooklyn,11205,40.697295,-73.978937,Community Park,Public
136202,Morningside Park,Morningside Drive,Manhattan,10027,40.80576,-73.95838,Community Park,Public
130669,Red Hook Recreation Area/Park,597 Columbia Street,Brooklyn,11231,40.670624,-74.007628,Community Park,Public
87999,Bushwick Playground,817 Flushing Avenue,Brooklyn,11206,40.701868,-73.939377,Community Park,Public
88913,Kissena Corridor Park,188-00 Peck Avenue,Queens,11365,40.74113,-73.782261,Community Park,Public
90042,Baisley Pond Park (Q-5),155-01 Foch Boulevard,Queens,11434,40.68139,-73.787224,Community Park,Public
120269,Kissena Corridor Pk/Qns Bot Gd,43-50 Main Street,Queens,11355,40.751076,-73.82773,Community Park,Public
70652,Sunset Park,4200 7 Avenue,Brooklyn,11232,40.647976,-74.003743,Community Park,Public
97081,Mafera Park,65 Place,Queens,11385,40.706035,-73.891337,Community Park,Public
118084,Abraham Lincoln Playground,5 Avenue,Manhattan,10037,40.812195,-73.937187,Community Park,Public
60246,Jacob Joffe Fields,1163 East 58 Street,Brooklyn,11234,40.625338,-73.919361,Community Park,Public
81103,John Golden Park,32 Avenue,Queens,11361,40.774085,-73.767741,Community Park,Public
131733,Springfield Park,146-02 Springfield Blvd,Queens,11413,40.661314,-73.761948,Community Park,Public
131581,Springfield Park,145 Road,Queens,11413,40.664015,-73.761663,Community Park,Public
104541,Motor Parkway,Cloverdale Boulevard,Queens,11364,40.739313,-73.742647,Community Park,Public
76460,Callahan-Kelly Playground,Truxton Street,Brooklyn,11233,40.67836,-73.905314,Community Park,Public
96388,Police Officer Edward Byrne Park,135 Avenue,Queens,11420,40.667435,-73.807164,Community Park,Public
103197,Hamilton Fish Park,East Houston Street,Manhattan,10002,40.719703,-73.980766,Community Park,Public
4004,St. Albans Park,Merrick Boulevard,Queens,11433,40.69304,-73.779316,Community Park,Public
164272,Landing Strip Park,24 Avenue,Queens,11370,40.76452,-73.88763,Community Park,Public
31483,Herbert Von King Park,Tompkins Avenue,Brooklyn,11216,40.689672,-73.94662,Community Park,Public
119064,John V. Lindsay East River Park,,Manhattan,10002,40.716988,-73.975327,Community Park,Public
125178,Gen. Douglas MacArthur Park,Jefferson Street,Staten Island,10304,40.58658,-74.100228,Community Park,Public
102995,Howard Playground,1550 East New York Avenue,Brooklyn,11212,40.671726,-73.908088,Community Park,Public
90451,Macombs Dam Park,,Bronx,10451,40.828764,-73.928169,Community Park,Public
3283,Little Bay Park,,Queens,11360,40.79009,-73.787922,Community Park,Public
71176,Harvey Park,Whitestone Brdg Blvd,Queens,11357,40.782889,-73.823575,Community Park,Public
113867,Crescent Beach Park,Armstrong Avenue,Staten Island,10308,40.535692,-74.144769,Community Park,Public
162009,Wagner Houses Pool,2435 1 Avenue,Manhattan,10035,40.801679,-73.932612,Community Park,Public
63219,Loreto Playground,1100 Morris Park Avenue,Bronx,10461,40.849058,-73.852119,Community Park,Public
90078,John Jay Park,76-01 Fdr Drive,Manhattan,10075,40.769239,-73.949483,Community Park,Public
117482,Dry Dock Playground,149 East 10 Street,Manhattan,10009,40.725461,-73.975455,Community Park,Public
17722,Baisley Pond Park,116 Avenue,Queens,11434,40.684542,-73.786144,Community Park,Public
7301,Mccarren Park,50 Bedford Avenue,Brooklyn,11222,40.722223,-73.953603,Community Park,Public
118694,Fort Tryon Park,4565 Broadway,Manhattan,10040,40.86236,-73.932204,Community Park,Public
25355,Riverside Park South,,Manhattan,,40.777594,-73.991648,Community Park,Public
86843,DiGilio Playground,102 Avenue F,Brooklyn,11218,40.632756,-73.977268,Community Park,Public
195939,St. Mary's Park,376 St Anns Avenue,Bronx,10454,40.81147,-73.912219,Community Park,Public
160327,Sheltering Arms Playground,521 West 126 Street,Manhattan,10027,40.815043,-73.95586,Community Park,Public
112533,Brookville Park,Brookville Boulevard,Queens,11422,40.660886,-73.74478,Community Park,Public
155844,Brooklyn Bridge Park,146 Furman Street,Brooklyn,11201,40.697718,-73.997986,Community Park,Public
75517,Flushing Fields,25-03 149 Street,Queens,11354,40.77596,-73.817166,Community Park,Public
131237,Canarsie Park,9006 Seaview Avenue,Brooklyn,11236,40.628962,-73.895972,Community Park,Public
92535,Kaiser Park,2529 Neptune Avenue,Brooklyn,11224,40.578515,-73.995412,Community Park,Public
122072,Flushing Meadows Corona Park,Long Island Expwy,Queens,11368,40.740942,-73.849102,Flagship Park,Public
137772,Bronx Park,2855 Bronx Park East,Bronx,10467,40.85664,-73.87582,Flagship Park,Public
107558,Cunningham Park,Francis Lewis Blvd,Queens,11364,40.736635,-73.770655,Flagship Park,Public
137820,Central Park,1000 5 Avenue,Manhattan,10023,40.782484,-73.965558,Flagship Park,Public
104551,Alley Pond Park,238-01 Horace Harding Expwy,Queens,11362,40.753611,-73.746864,Flagship Park,Public
125810,Pelham Bay Park,,Bronx,,40.868102,-73.804214,Flagship Park,Public
163263,Prospect Park,95 Prospect Park West,Brooklyn,11215,40.661353,-73.969682,Flagship Park,Public
143646,Greenbelt Native Plant Center,3808 Victory Boulevard,Staten Island,10314,40.596076,-74.181555,Flagship Park,Public
110847,Highland Park,375 Jamaica Avenue,Brooklyn,11208,40.684031,-73.885801,Flagship Park,Public
181965,Crotona Park,1700 Crotona Avenue,Bronx,10457,40.838585,-73.894895,Flagship Park,Public
161871,Randall's Island Park,203 Randalls Island,Manhattan,10035,40.795653,-73.921784,Flagship Park,Public
162763,Ferry Point Park,450 Hutchinson Rvr Pkwy,Bronx,10465,40.812382,-73.833292,Flagship Park,Public
125824,Soundview Park,Randall Avenue,Bronx,10473,40.81158,-73.866233,Flagship Park,Public
122133,LaTourette Park & Golf Course,1001 Richmond Hill Road,Staten Island,10314,40.577614,-74.149514,Flagship Park,Public
41666,Van Cortlandt Park,3545 Jerome Avenue,Bronx,10471,40.897109,-73.886668,Flagship Park,Public
115053,Forest Park,Woodhaven Boulevard,Queens,11385,40.701296,-73.854522,Flagship Park,Public
61777,Pagan's Garden,992 Sutter Avenue,Brooklyn,11208,40.671159,-73.882093,Garden,Public
112957,South Brooklyn Children's Garden,202 Columbia Street,Brooklyn,11231,40.685263,-74.002897,Garden,Public
157114,Tranquility Farm,659 Willoughby Avenue,Brooklyn,11206,40.694831,-73.943096,Garden,Public
155612,9th St Community Garden Park,Avenue C,Manhattan,10009,40.725372,-73.977461,Garden,Public
92589,Sh'ma Yisrael,2084 Pacific Street,Brooklyn,11233,40.675571,-73.916043,Garden,Public
81060,Hattie Carthan Community Garden,700 Marcy Avenue,Brooklyn,11216,40.689819,-73.948541,Garden,Public
111116,Family Community Garden,156 East 111 Street,Manhattan,10029,40.79512,-73.943782,Garden,Public
166077,Genesis Park Community Garden,1185 Franklin Avenue,Bronx,10456,40.829637,-73.904552,Garden,Public
193358,Pirates Cove Garden,Columbia Street,Brooklyn,11231,40.681387,-74.00419,Garden,Public
161222,Madison Square Garden Association,1260 Madison Street,Brooklyn,11221,40.694804,-73.91298,Garden,Public
162166,Atkins Gardeners,213 Atkins Avenue,Brooklyn,11208,40.673796,-73.878522,Garden,Public
76573,Parks Council Success Garden,116 West 134 Street,Manhattan,10030,40.813805,-73.942815,Garden,Public
134237,Orchard Alley Garden,East 4 Street,Manhattan,10009,40.721319,-73.978454,Garden,Public
84964,Hull Street Garden,227 Hull Street,Brooklyn,11233,40.680144,-73.907654,Garden,Public
162694,Marcus Garvey Tenant's Assoc. Garden,Strauss Street,Brooklyn,11212,40.66938,-73.916197,Garden,Public
117550,Bradhurst Ave Garden,Bradhurst Avenue,Manhattan,10039,40.827666,-73.939326,Garden,Public
117466,11 BC Serenity Garden,East 11 Street,Manhattan,10009,40.726806,-73.978463,Garden,Public
113067,Edgecombe Park,Edgecombe Avenue,Manhattan,10031,40.826556,-73.942075,Garden,Public
42777,Java Garden,Java Street,Brooklyn,11222,40.731427,-73.958816,Garden,Public
110903,Neighbors Of Vega Baja,East 109 Street,Manhattan,10029,40.791982,-73.940241,Garden,Public
161653,Collyer Brothers Park,5 Avenue,Manhattan,10027,40.808543,-73.94106,Garden,Public
61710,East End Community Garden,532 Glenmore Avenue,Brooklyn,11207,40.673666,-73.890784,Garden,Public
104826,Las Casitas Community Garden,Woodycrest Avenue,Bronx,10452,40.835574,-73.925404,Garden,Public
167347,B.C.C.A. Mini-park and Garden,115 Drive,Queens,11434,40.683348,-73.792074,Garden,Public
61708,Clara's Garden,575 Glenmore Avenue,Brooklyn,11207,40.67439,-73.889119,Garden,Public
73028,Children's Magical Garden,Norfolk Street,Manhattan,10002,40.720725,-73.986498,Garden,Public
31486,Hattie Carthan Herb Farm,49 Van Buren Street,Brooklyn,11221,40.690256,-73.943577,Garden,Public
88547,Mosaic Success Garden,Ogden Avenue,Bronx,10452,40.84053,-73.925426,Garden,Public
6770,Family Group Garden,East 158 Street,Bronx,10451,40.821844,-73.914081,Garden,Public
162364,La Cuevita Garden,71 East 115 Street,Manhattan,10029,40.79912,-73.944293,Garden,Public
197792,Sugar Hill Garden,Edgecombe Avenue,Manhattan,10031,40.82627,-73.942285,Garden,Public
109372,Ten Eyck Houses Garden,15 Ten Eyck Street,Brooklyn,11206,40.709801,-73.95014,Garden,Public
124458,Madison Street Block Association,90 Madison Street,Brooklyn,11216,40.683923,-73.955492,Garden,Public
124312,TLC Sculpture Park Garden,Glenmore Avenue,Brooklyn,11207,40.672718,-73.90065,Garden,Public
159139,Garden,104 Moore Street,Brooklyn,11206,40.703669,-73.941315,Garden,Public
8490,Garden Of Eden,1664 Weeks Avenue,Bronx,10457,40.843464,-73.907394,Garden,Public
180446,Allied Productions/Le Petit Versailles,East 2 Street,Manhattan,10009,40.721135,-73.98179,Garden,Public
129611,Waterfront Garden,2008 Gildersleeve Avenue,Bronx,10473,40.809755,-73.850545,Garden,Public
40755,Farmers Garden,1901 Bergen Street,Brooklyn,11233,40.674607,-73.918219,Garden,Public
92456,811 Family and Friends Garden,809 Courtlandt Avenue,Bronx,10451,40.82307,-73.916728,Garden,Public
160501,United Block Association Garden,34 West 131 Street,Manhattan,10037,40.810697,-73.941244,Garden,Public
134260,Sage Garden,East 4 Street,Manhattan,10009,40.722824,-73.980871,Garden,Public
61779,Good Shepherds Garden,555 Shepherd Avenue,Brooklyn,11208,40.670738,-73.879661,Garden,Public
82754,Edith Garden,838 Elton Avenue,Bronx,10451,40.822751,-73.912424,Garden,Public
137387,Jane Street Garden,36 Jane Street,Manhattan,10014,40.738019,-74.004563,Garden,Public
81095,The Feeding Tree,340 Tompkins Avenue,Brooklyn,11216,40.685967,-73.944711,Garden,Public
61634,Change Garden,,Brooklyn,11207,40.67426,-73.88528,Garden,Public
23478,Brownsville Community Farm,Herzl Street,Brooklyn,11212,40.66419,-73.913906,Garden,Public
163289,Highland Park Childrens Garden,375 Jamaica Avenue,Brooklyn,11208,40.684031,-73.885801,Garden,Public
164889,Yu Suen Garden,209 Avenue B,Manhattan,10009,40.728539,-73.978376,Garden,Public
150011,Garden,48 Lefferts Place,Brooklyn,11238,40.681255,-73.961915,Garden,Public
61759,Jerome Gardens,Jerome Street,Brooklyn,11207,40.670644,-73.885824,Garden,Public
61681,Floral Vineyard,2383 Pitkin Avenue,Brooklyn,11207,40.67377,-73.884485,Garden,Public
76566,Margrichante Garden,West 133 Street,Manhattan,10030,40.813752,-73.943443,Garden,Public
169271,Garden,Keap Street,Brooklyn,11211,40.709111,-73.954805,Garden,Public
162596,6th St and Ave B Community Garden,84 Avenue B,Manhattan,10009,40.724321,-73.982081,Garden,Public
61461,New Vision Garden,590 Schenck Avenue,Brooklyn,11207,40.666092,-73.887078,Garden,Public
61132,Hoparkinson R&L Block Association Garden,756 Thomas S Boyland St,Brooklyn,11212,40.661924,-73.911957,Garden,Public
41593,Granite St Block Association,30 Granite Street,Brooklyn,11207,40.682391,-73.907598,Garden,Public
103583,"Saratoga Square Urban Renewal Area, Site 164",2039 Fulton Street,Brooklyn,11233,40.678515,-73.911679,Garden,Public
136754,Model T Senior Citizen's Garden,Rev James A Polite,Bronx,10459,40.830963,-73.894052,Garden,Public
112981,The Amazing Garden,263 Columbia Street,Brooklyn,11231,40.683136,-74.003344,Garden,Public
117299,La Perla Garden,West 105 Street,Manhattan,10025,40.798231,-73.963178,Garden,Public
61451,Victory Garden,613 Hendrix Street,Brooklyn,11207,40.666578,-73.887546,Garden,Public
162696,Herbal Garden,Glenmore Avenue,Brooklyn,11207,40.674077,-73.888503,Garden,Public
160715,Joseph Daniel Wilson Garden,West 122 Street,Manhattan,10027,40.807638,-73.95057,Garden,Public
102779,Her-King Alagantic Garden,Herkimer Street,Brooklyn,11213,40.67932,-73.939657,Garden,Public
80408,Clifton Pl Memorial Park and Garden,1031 Bedford Avenue,Brooklyn,11216,40.688547,-73.954638,Garden,Public
77499,Red Gate Garden,604 Marcy Avenue,Brooklyn,11206,40.693722,-73.949183,Garden,Public
167457,Garden,2801 Surf Avenue,Brooklyn,11224,40.573285,-73.99406,Garden,Public
34556,Jefferson Market Garden,421 Avenue Of The Amer,Manhattan,10011,40.734443,-73.999514,Garden,Public
130270,Vamos Sembrar,198 Avenue B,Manhattan,10009,40.728321,-73.979087,Garden,Public
80300,CEP Community Garden,2351 Fredrick Douglass Bl,Manhattan,10027,40.811074,-73.950923,Garden,Public
181682,W. 111th St. Harlem Garden,237 West 111 Street,Manhattan,10026,40.800888,-73.956293,Garden,Public
45560,New 123rd St Block Association Garden,114 West 123 Street,Manhattan,10027,40.80666,-73.947476,Garden,Public
159889,E. 43 St. Block Assoc. Garden,1087 East 43 Street,Brooklyn,11210,40.628527,-73.934408,Garden,Public
196854,Hope Garden,East 2 Street,Manhattan,10009,40.722078,-73.984185,Garden,Public
116783,Clinton Community Garden,West 48 Street,Manhattan,10036,40.762779,-73.991734,Garden,Public
5268,Hancock T and T,322 Hancock Street,Brooklyn,11216,40.683104,-73.943059,Garden,Public
181180,Liz Christy Garden,285 Bowery,Manhattan,10002,40.724155,-73.99188,Garden,Public
137230,Padre Plaza,East 139 Street,Bronx,10454,40.80789,-73.917394,Garden,Public
61689,Concerned Residents of Barbey Street,Glenmore Avenue,Brooklyn,11207,40.674191,-73.887749,Garden,Public
162705,Locust Manor Civic Association,120 Avenue,Queens,11434,40.683521,-73.773897,Garden,Public
77023,Granja Farm OTF,582 Westchester Avenue,Bronx,10455,40.815697,-73.91152,Garden,Public
68248,Corona Taxpayers Association,52-01 101 Street,Queens,11368,40.741604,-73.859981,Garden,Public
134433,Earth People,East 8 Street,Manhattan,10009,40.725145,-73.978923,Garden,Public
165289,First Temple Of David,Bradford Street,Brooklyn,11207,40.666684,-73.890947,Garden,Public
111124,Dorothy K. McGowan Memorial Garden,West 158 Street,Manhattan,10032,40.834025,-73.942263,Garden,Public
74276,61 Franklin St Garden,61 Franklin Street,Brooklyn,11222,40.727545,-73.957458,Garden,Public
139937,Volky Garden & Flowers,851 Hornaday Place,Bronx,10460,40.847018,-73.882535,Garden,Public
8650,Pleasant Village Community Garden,342 Pleasant Avenue,Manhattan,10035,40.796573,-73.931606,Garden,Public
55158,Synergi Urban Garden UCFP,1217 Hoe Avenue,Bronx,10459,40.829286,-73.89115,Garden,Public
148478,Henry Garnet Garden,West 134 Street,Manhattan,10030,40.813931,-73.943115,Garden,Public
182075,Cypress Hills Change Garden,9 Chestnut Street,Brooklyn,11208,40.687771,-73.876217,Garden,Public
41794,First Street Garden,48 East 1 Street,Manhattan,10003,40.724013,-73.989603,Garden,Public
78889,Umoja Garden,Broadway,Brooklyn,11221,40.687729,-73.919465,Garden,Public
137358,United We Stand Garden,635 East 137 Street,Bronx,10454,40.805366,-73.91553,Garden,Public
58602,St. Mark's Block Association,457 Ralph Avenue,Brooklyn,11233,40.673447,-73.921873,Garden,Public
154728,132 St Block Association Park,108 West 132 Street,Manhattan,10027,40.812313,-73.943148,Garden,Public
7219,St. Nicholas - Powers St. Garden,Powers Street,Brooklyn,11211,40.712737,-73.939715,Garden,Public
54306,Green Valley Garden,101 New Lots Avenue,Brooklyn,11212,40.658261,-73.901598,Garden,Public
76596,Unity Gardens,53 West 128 Street,Manhattan,10027,40.809343,-73.942658,Garden,Public
34044,Shield Of Faith,83 Montauk Avenue,Brooklyn,11208,40.677484,-73.878456,Garden,Public
178024,McKinley's Children's Garden,Union Hall Street,Queens,11433,40.694809,-73.791022,Garden,Public
87988,Project Eden,Yellowstone Blvd,Queens,11375,40.716204,-73.857647,Garden,Public
134974,Franklin Memorial Garden,Cauldwell Avenue,Bronx,10456,40.826285,-73.905273,Garden,Public
78975,Walter Miller III Memorial Garden,13 West 119 Street,Manhattan,10026,40.803012,-73.945553,Garden,Public
61155,Isabahlia Community Garden,615 Saratoga Avenue,Brooklyn,11212,40.665839,-73.916234,Garden,Public
181302,Garden,375 South 5 Street,Brooklyn,11211,40.707972,-73.953618,Garden,Public
134227,Los Amigos Garden,221 East 3 Street,Manhattan,10009,40.722515,-73.982025,Garden,Public
122612,Vinegar Hill Community Garden,199 York Street,Brooklyn,11201,40.701516,-73.982636,Garden,Public
138417,176th Street Community Garden,East 176 Street,Bronx,10453,40.848001,-73.90961,Garden,Public
169436,W 104th Street Garden,12 West 104 Street,Manhattan,10025,40.796888,-73.961927,Garden,Public
92414,Garden,1001 Bedford Avenue,Brooklyn,11205,40.689793,-73.954868,Garden,Public
61668,Garden Party,Glenmore Avenue,Brooklyn,11207,40.674172,-73.887188,Garden,Public
86251,Life Spire Garden,2015 Lexington Avenue,Manhattan,10035,40.802581,-73.938449,Garden,Public
162977,Old Croton Aqueduct Gatehouse,1195 Amsterdam Avenue,Manhattan,10027,40.808438,-73.95958,Garden,Public
87054,Halsey Garden,462 Halsey Street,Brooklyn,11233,40.683205,-73.935662,Garden,Public
61697,Jordan Magic Garden,335 Van Siclen Avenue,Brooklyn,11207,40.671715,-73.889724,Garden,Public
92680,Cedar Tree Garden,Greene Avenue,Brooklyn,11238,40.687753,-73.959124,Garden,Public
154801,Madison Community Greenthumb,Madison Street,Brooklyn,11221,40.687786,-73.921872,Garden,Public
165188,Leave it Better Kids' Garden,1974 Grand Avenue,Bronx,10453,40.852319,-73.910504,Garden,Public
76380,American Heart,122 Hart Street,Brooklyn,11206,40.693179,-73.946686,Garden,Public
126864,Bryant Hill Garden,Bryant Avenue,Bronx,10474,40.819935,-73.887239,Garden,Public
61767,Elton St Block Association,585 Elton Street,Brooklyn,11208,40.668667,-73.881842,Garden,Public
194757,Peaceful Valley Garden,1781 Madison Avenue,Manhattan,10035,40.800456,-73.944161,Garden,Public
134776,Diamante Garden,306 East 118 Street,Manhattan,10035,40.797863,-73.936359,Garden,Public
78968,W 124th Street Community Garden,77 West 124 Street,Manhattan,10027,40.807051,-73.945271,Garden,Public
21527,Halsey and Ralph Garden,774 Halsey Street,Brooklyn,11233,40.684662,-73.922883,Garden,Public
177871,Garden,8 Avenue,Manhattan,10039,40.827268,-73.939051,Garden,Public
134431,Urban Botanical Soc./Sam and Sadie Koenig Garden,237 East 7 Street,Manhattan,10009,40.724093,-73.978342,Garden,Public
83124,George Eagle Carr Community Garden,148 Street,Queens,11435,40.703709,-73.807056,Garden,Public
115004,Edgemere Coalition,480 Beach 43 Street,Queens,11691,40.598132,-73.774777,Garden,Public
61186,United Community Centers Youth Farm,Newport Street,Brooklyn,11212,40.659697,-73.907876,Garden,Public
63416,Miracle Garden,Elsmere Place,Bronx,10460,40.84247,-73.887732,Garden,Public
161620,Hoe Garden,958 Hoe Avenue,Bronx,10459,40.82264,-73.890096,Garden,Public
40404,El Flamboyan Garden,Tinton Avenue,Bronx,10455,40.813624,-73.905627,Garden,Public
102476,Family Community Garden,Cleveland Street,Brooklyn,11208,40.665364,-73.881346,Garden,Public
61719,St. John Cantius Parish,476 New Jersey Avenue,Brooklyn,11207,40.667466,-73.89401,Garden,Public
81016,Patrick Van Doren Pocket Park,Malcolm X Boulevard,Brooklyn,11221,40.689446,-73.930072,Garden,Public
76626,St. Ann's Block Association Garden,668 St Anns Avenue,Bronx,10455,40.817225,-73.911199,Garden,Public
73239,Vernon Tandt Block Association,198 Vernon Avenue,Brooklyn,11206,40.694991,-73.943945,Garden,Public
80310,William B. Washington Memorial Garden,323 West 126 Street,Manhattan,10027,40.811423,-73.951569,Garden,Public
198277,Welcome Home Garden,Halsey Street,Brooklyn,11233,40.68486,-73.925311,Garden,Public
61466,P.S. 53,Bradford Street,Brooklyn,11207,40.666042,-73.890781,Garden,Public
103664,Garden,19 Hunterfly Place,Brooklyn,11233,40.677606,-73.928058,Garden,Public
80358,Greene Av United Neighbors Association Inc,490 Greene Avenue,Brooklyn,11216,40.688154,-73.951282,Garden,Public
42077,Hart To Hart,108 Hart Street,Brooklyn,11206,40.69311,-73.947289,Garden,Public
197146,Morris-Jumel Ecological Education Garden,457 West 162 Street,Manhattan,10032,40.835766,-73.939116,Garden,Public
112960,The Backyard,Hamilton Avenue,Brooklyn,11231,40.683249,-74.005609,Garden,Public
52231,President Street Garden,503 President Street,Brooklyn,11215,40.67814,-73.986353,Garden,Public
115058,Garden,Beach 36 Street,Queens,11691,40.597016,-73.768579,Garden,Public
164896,Green Oasis and Gilbert's Garden,East 8 Street,Manhattan,10009,40.723998,-73.977345,Garden,Public
61843,Upon This Rock Comm Garden,2556 Pitkin Avenue,Brooklyn,11208,40.674317,-73.877811,Garden,Public
168412,Spencer St Block Association,230a Spencer Street,Brooklyn,11205,40.691449,-73.95482,Garden,Public
131979,George Washington Carver Botanical Garden,156 Street,Queens,11433,40.692478,-73.794578,Garden,Public
103113,Magic Garden,1665 Park Avenue,Manhattan,10035,40.800084,-73.942205,Garden,Public
61758,Nehemiah Ten Garden,567 Barbey Street,Brooklyn,11207,40.668682,-73.886018,Garden,Public
137175,Jardin De Las Rosas,15 Buchanan Place,Bronx,10453,40.858115,-73.904788,Garden,Public
157257,St. Nicholas Miracle Garden,St Nicholas Avenue,Manhattan,10027,40.811676,-73.951431,Garden,Public
157606,Harlem Grown,West 127 Street,Manhattan,10027,40.809457,-73.946044,Garden,Public
61547,Success Garden,461 Williams Avenue,Brooklyn,11207,40.664696,-73.897501,Garden,Public
77309,Citizens For A Better Community,742 Monroe Street,Brooklyn,11221,40.68798,-73.926723,Garden,Public
85448,Block Association #81,Inwood Street,Queens,11435,40.690664,-73.803741,Garden,Public
89218,Garden,1278 Myrtle Avenue,Brooklyn,11221,40.697819,-73.925948,Garden,Public
3728,Sparrow's Nest Community Garden,54-01 101 Street,Queens,11368,40.740336,-73.859089,Garden,Public
192542,Human Compass Garden,209 Columbia Street,Brooklyn,11231,40.684864,-74.002475,Garden,Public
103205,Community Of Poor People In Action,Stanton Street,Manhattan,10002,40.72001,-73.984457,Garden,Public
34439,Claremont Neighborhood Garden,1280 Teller Avenue,Bronx,10456,40.834138,-73.910199,Garden,Public
7251,Sunshine Community Garden,99 Mc Kibbin Street,Brooklyn,11206,40.705289,-73.944011,Garden,Public
103103,117th St Community Garden,170 East 117 Street,Manhattan,10035,40.798825,-73.940583,Garden,Public
101376,Community Group of 349 Elton Street,435 Cleveland Street,Brooklyn,11208,40.674163,-73.884074,Garden,Public
4042,Windmill Community Garden,39-22 29 Street,Queens,11101,40.753103,-73.935212,Garden,Public
164900,Garden,Bayview Terrace,Staten Island,10312,40.526901,-74.163615,Garden,Public
95549,Schomberg Academy Garden,Rev James A Polite,Bronx,10459,40.823392,-73.899029,Garden,Public
61147,Jes Good Rewards Childeren's Garden,155 Amboy Street,Brooklyn,11212,40.666891,-73.913659,Garden,Public
117480,Campos Garden,East 12 Street,Manhattan,10009,40.727251,-73.977571,Garden,Public
77505,Vernon New Harvest,44 Vernon Avenue,Brooklyn,11206,40.694261,-73.950304,Garden,Public
77336,Louis Pl Friends,11a Louis Place,Brooklyn,11233,40.677419,-73.917054,Garden,Public
25010,El Batey Borincano Garden,813 Eagle Avenue,Bronx,10456,40.820703,-73.909316,Garden,Public
5545,Imani II Garden,1680 Pacific Street,Brooklyn,11213,40.676513,-73.932984,Garden,Public
30757,Saratoga Blake Garden,656 Saratoga Avenue,Brooklyn,11212,40.664813,-73.916604,Garden,Public
162342,Community Garden Association,200 Avenue B,Manhattan,10009,40.728365,-73.979054,Garden,Public
61693,Mw United Orient Grand Lodge,Barbey Street,Brooklyn,11207,40.673766,-73.887354,Garden,Public
61704,Glenmore Hendrix Block Association,555 Glenmore Avenue,Brooklyn,11207,40.674246,-73.889907,Garden,Public
118030,Edgemere Urban Renewal Park,Beach 45 Street,Queens,11691,40.59515,-73.77686,Garden,Public
109399,Grand St. Community Garden,Grand Street,Brooklyn,11211,40.713788,-73.958933,Garden,Public
139820,Humacao Community Garden,335 East 108 Street,Manhattan,10029,40.791352,-73.939525,Garden,Public
143629,Townsend Garden,1735 Walton Avenue,Bronx,10453,40.846915,-73.911015,Garden,Public
75551,Daly Ave Garden,Honeywell Avenue,Bronx,10460,40.844132,-73.883484,Garden,Public
61154,Amboy Neighborhood Center,212 Amboy Street,Brooklyn,11212,40.665234,-73.913913,Garden,Public
129590,Harding Park Beautification Project,Cornell Avenue,Bronx,10473,40.80768,-73.858223,Garden,Public
103349,Howard Av Block Association,750 Howard Avenue,Brooklyn,11212,40.663629,-73.919337,Garden,Public
134259,Brisas Del Caribe,237 East 3 Street,Manhattan,10009,40.722282,-73.98147,Garden,Public
5726,Surfside Garden,2999 Surf Avenue,Brooklyn,11224,40.573527,-73.994705,Garden,Public
134422,Lower East Side Ecology Center,215 East 7 Street,Manhattan,10009,40.72465,-73.979636,Garden,Public
163758,110th Street Block Association Garden,1651 Madison Avenue,Manhattan,10029,40.796166,-73.947329,Garden,Public
158952,Brooklyn Bears Rockwell Pl Garden,Flatbush Avenue,Brooklyn,11217,40.686946,-73.979264,Garden,Public
85492,Earth Spirit Garden,203 South 2 Street,Brooklyn,11211,40.712534,-73.959429,Garden,Public
162789,Dias Y Flores,520 East 13 Street,Manhattan,10009,40.729089,-73.979938,Garden,Public
8448,Jackson-Forest Community Garden,736 Home Street,Bronx,10456,40.828144,-73.902482,Garden,Public
134235,El Jardin Del Paraiso Park,East 5 Street,Manhattan,10009,40.722309,-73.979214,Garden,Public
177603,Garden,Livonia Avenue,Brooklyn,11212,40.662117,-73.91007,Garden,Public
178782,E 4th Street Garden,East 4 Street,Brooklyn,11218,40.648368,-73.977119,Garden,Public
